Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
regional_emissions,EAF,GtCO2/yr,0.283526,0.469212,0.607725,0.634056,0.603113,0.586041,0.594138,0.626463,0.693729,0.810305,0.994282,1.25987,1.60272,2.00303,2.39705,2.7317,3.039,3.35722,3.66124,3.92014,4.1396,4.33026,4.49157,4.6213,4.72147,4.79313,4.82979
regional_emissions,SAF,GtCO2/yr,0.507151,0.556463,0.581453,0.58894,0.604577,0.64877,0.703713,0.746607,0.772763,0.783231,0.783918,0.781255,0.778813,0.778772,0.780751,0.783873,0.787664,0.791644,0.795288,0.798295,0.800796,0.802933,0.804702,0.806085,0.807118,0.807811,0.808043
regional_emissions,WEU,GtCO2/yr,3.13174,2.9774,2.86039,2.80564,2.85218,3.02362,3.26796,3.51651,3.7104,3.81735,3.9029,4.02557,4.11502,4.10791,4.09873,4.18561,4.32284,4.44417,4.54571,4.63718,4.7187,4.78825,4.84605,4.89283,4.92926,4.95534,4.9688
regional_emissions,CEU,GtCO2/yr,0.784933,0.761251,0.744534,0.762621,0.796029,0.820394,0.839907,0.861867,0.878228,0.879975,0.869836,0.851702,0.821507,0.778067,0.740135,0.72436,0.719121,0.709804,0.698052,0.688431,0.680693,0.673671,0.667481,0.662462,0.658552,0.655653,0.65394
regional_emissions,TUR,GtCO2/yr,0.435783,0.494793,0.533934,0.546629,0.550073,0.563415,0.590432,0.628826,0.667276,0.695252,0.714401,0.729399,0.744738,0.762158,0.772757,0.768879,0.758301,0.750187,0.744119,0.737991,0.732081,0.72703,0.722817,0.719298,0.716463,0.714341,0.713012
regional_emissions,UKR,GtCO2/yr,0.403864,0.404391,0.419988,0.466004,0.510121,0.521533,0.523075,0.54001,0.555389,0.549372,0.53263,0.519998,0.511458,0.504324,0.500769,0.502926,0.507801,0.511917,0.515107,0.517957,0.520504,0.522639,0.524376,0.52576,0.526819,0.527546,0.527843
regional_emissions,STAN,GtCO2/yr,0.485141,0.531112,0.562823,0.571103,0.556311,0.526748,0.513113,0.536541,0.561057,0.555757,0.565759,0.631899,0.701527,0.718672,0.706964,0.701076,0.700523,0.697999,0.694072,0.690822,0.688219,0.685782,0.683572,0.681745,0.680292,0.679168,0.678398
regional_emissions,RUS,GtCO2/yr,1.8782,1.99982,2.09223,2.12918,2.12225,2.09287,2.06319,2.052,2.07209,2.12018,2.1327,2.06121,1.97515,1.94654,1.94261,1.91786,1.88022,1.84678,1.81805,1.79135,1.76708,1.74609,1.7284,1.71385,1.70233,1.69385,1.68892
regional_emissions,ME,GtCO2/yr,2.00627,2.12458,2.2491,2.43172,2.62916,2.79261,2.94872,3.12826,3.30652,3.45296,3.56994,3.67233,3.79024,3.94467,4.10649,4.24506,4.37338,4.50818,4.63774,4.74798,4.84123,4.92216,4.99054,5.04542,5.08771,5.11788,5.1331
regional_emissions,INDIA,GtCO2/yr,2.77719,3.47423,4.11557,4.66226,5.25343,6.0186,6.88282,7.7456,8.60453,9.455,10.1882,10.7151,11.1224,11.5029,11.8061,11.9795,12.1008,12.2516,12.4091,12.5373,12.6417,12.7332,12.8112,12.873,12.9199,12.9526,12.9672
regional_emissions,KOR,GtCO2/yr,0.784572,0.836902,0.866968,0.86412,0.842869,0.819431,0.794942,0.767299,0.73647,0.702478,0.663566,0.619018,0.574205,0.535287,0.505405,0.485322,0.469182,0.451271,0.433174,0.417607,0.404372,0.392736,0.382777,0.374699,0.368402,0.363812,0.361263
regional_emissions,CHN,GtCO2/yr,11.3913,12.6008,13.3212,13.5515,13.4823,13.267,12.9024,12.3666,11.6911,10.9094,10.0357,9.10322,8.22936,7.52787,7.01665,6.6706,6.38747,6.07558,5.76226,5.49268,5.26331,5.06187,4.8896,4.74993,4.64109,4.56185,4.51808
regional_emissions,SEAS,GtCO2/yr,1.51417,1.83417,2.11254,2.27472,2.33563,2.3424,2.38436,2.52683,2.6979,2.82281,2.95115,3.12759,3.25426,3.24901,3.23255,3.3306,3.48949,3.62971,3.74679,3.85254,3.94703,4.02772,4.09481,4.14917,4.19151,4.22181,4.23739
regional_emissions,INDO,GtCO2/yr,1.63506,1.74108,1.82232,1.9101,1.95981,1.93276,1.89917,1.93169,2.00824,2.08605,2.13244,2.13064,2.11686,2.1282,2.15426,2.17767,2.19942,2.22324,2.24635,2.26563,2.28171,2.29566,2.30741,2.31674,2.32385,2.32882,2.33104
regional_emissions,JAP,GtCO2/yr,1.06462,1.01039,0.969801,0.948723,0.944726,0.952981,0.969067,0.987315,0.996262,0.985993,0.958505,0.920636,0.886449,0.867372,0.857172,0.847128,0.836236,0.825352,0.815078,0.805876,0.797768,0.790671,0.784622,0.779668,0.775767,0.772901,0.771254
regional_emissions,OCE,GtCO2/yr,0.388396,0.370826,0.368554,0.421271,0.491187,0.529778,0.523765,0.48074,0.456047,0.491807,0.529786,0.511596,0.478588,0.480695,0.502796,0.520032,0.533446,0.548691,0.564146,0.577172,0.588062,0.597593,0.605712,0.612233,0.617265,0.620883,0.622767
regional_emissions,RSAS,GtCO2/yr,0.417044,0.549174,0.68838,0.827199,0.981095,1.16963,1.40669,1.69641,2.00952,2.3187,2.63765,2.98495,3.35757,3.74962,4.16396,4.60248,5.05615,5.50996,5.93266,6.298,6.61155,6.88296,7.11176,7.29619,7.43901,7.54139,7.59442
regional_emissions,RSAF,GtCO2/yr,0.786528,0.730453,0.80862,1.17419,1.48975,1.41977,1.15832,0.984184,0.957516,1.07292,1.28697,1.54733,1.80467,2.02657,2.24226,2.48438,2.74122,2.99269,3.22309,3.42176,3.59238,3.73984,3.86395,3.9639,4.04118,4.09632,4.12423
baseline,CAN,GtCO2/yr,0.511613,0.520255,0.546027,0.580054,0.59354,0.567635,0.542886,0.560011,0.600683,0.635362,0.649154,0.635722,0.60799,0.583077,0.575459,0.593401,0.623138,0.649117,0.670662,0.690249,0.707828,0.722831,0.735303,0.745426,0.753333,0.759013,0.761997
baseline,USA,GtCO2/yr,5.39382,5.16695,4.9751,4.93317,4.99496,5.08359,5.16515,5.21906,5.23521,5.21092,5.16342,5.11941,5.12115,5.19582,5.2958,5.37048,5.43183,5.50033,5.56892,5.62697,5.67571,5.7183,5.75452,5.78366,5.8062,5.82248,5.83108
baseline,MEX,GtCO2/yr,0.572901,0.591305,0.625642,0.681384,0.733235,0.757907,0.771863,0.796526,0.833057,0.875825,0.912283,0.932124,0.940918,0.94852,0.965971,1.00054,1.04344,1.084,1.12003,1.15164,1.17918,1.20284,1.22265,1.23862,1.25099,1.25983,1.26433
baseline,RCAM,GtCO2/yr,0.302834,0.32147,0.343243,0.363002,0.390579,0.436937,0.503438,0.586761,0.674327,0.753507,0.82079,0.876162,0.924328,0.969813,1.0117,1.04879,1.08423,1.12077,1.15537,1.18472,1.20955,1.23106,1.2492,1.26373,1.27491,1.28284,1.28673
baseline,BRA,GtCO2/yr,1.57745,1.61827,1.71251,1.92651,2.15331,2.26254,2.20613,1.98435,1.70846,1.50724,1.46828,1.61067,1.72148,1.61603,1.45331,1.41731,1.44988,1.4574,1.4464,1.44188,1.44226,1.44101,1.43863,1.43694,1.43584,1.43484,1.43394
baseline,RSAM,GtCO2/yr,1.3835,1.55349,1.65257,1.66114,1.73568,1.99049,2.19542,2.13386,1.98676,1.97209,2.06024,2.16629,2.23044,2.22078,2.19153,2.1999,2.22936,2.25191,2.26748,2.28183,2.29508,2.306,2.31472,2.32168,2.32699,2.33059,2.33193
baseline,NAF,GtCO2/yr,0.583344,0.665204,0.73311,0.780693,0.808989,0.825528,0.859392,0.934636,1.03433,1.13365,1.21672,1.27596,1.32681,1.38592,1.45297,1.52409,1.59792,1.67272,1.74293,1.80377,1.85606,1.90139,1.93966,1.97052,1.99445,2.01163,2.02058
baseline,WAF,GtCO2/yr,1.81775,2.79719,3.32389,3.05124,2.62773,2.68366,2.75142,2.33947,1.97683,2.24867,2.95115,3.74941,4.565,5.38862,6.22872,7.09342,7.97558,8.85651,9.67611,10.3821,10.9868,11.5103,11.9517,12.3072,12.5823,12.7792,12.8804
baseline,EAF,GtCO2/yr,0.284265,0.469483,0.608076,0.634422,0.603462,0.586379,0.594482,0.626825,0.694129,0.810773,0.994856,1.2606,1.60365,2.00419,2.39843,2.73328,3.04075,3.35915,3.66335,3.92241,4.142,4.33276,4.49416,4.62397,4.7242,4.79589,4.83258
baseline,SAF,GtCO2/yr,0.507529,0.556785,0.581789,0.58928,0.604926,0.649145,0.70412,0.747038,0.773209,0.783683,0.784371,0.781707,0.779263,0.779221,0.781202,0.784325,0.788119,0.792101,0.795747,0.798756,0.801258,0.803397,0.805167,0.80655,0.807584,0.808277,0.80851
baseline,WEU,GtCO2/yr,3.13174,2.97912,2.86205,2.80727,2.85382,3.02537,3.26984,3.51854,3.71254,3.81955,3.90516,4.02789,4.1174,4.11028,4.1011,4.18803,4.32533,4.44673,4.54833,4.63985,4.72142,4.79102,4.84885,4.89566,4.93211,4.9582,4.97167
baseline,CEU,GtCO2/yr,0.784955,0.76169,0.744964,0.763061,0.796489,0.820868,0.840392,0.862365,0.878735,0.880484,0.870338,0.852194,0.821982,0.778516,0.740562,0.724778,0.719537,0.710214,0.698455,0.688829,0.681086,0.67406,0.667867,0.662845,0.658933,0.656032,0.654317
baseline,TUR,GtCO2/yr,0.435879,0.495079,0.534243,0.546944,0.550391,0.56374,0.590773,0.629189,0.667662,0.695654,0.714814,0.729821,0.745168,0.762598,0.773204,0.769323,0.758739,0.750621,0.744549,0.738417,0.732504,0.72745,0.723235,0.719713,0.716876,0.714754,0.713424
baseline,UKR,GtCO2/yr,0.40447,0.404624,0.420231,0.466273,0.510416,0.521835,0.523377,0.540322,0.55571,0.54969,0.532937,0.520299,0.511753,0.504615,0.501058,0.503216,0.508094,0.512213,0.515404,0.518256,0.520805,0.522941,0.524678,0.526063,0.527123,0.527851,0.528148
baseline,STAN,GtCO2/yr,0.487108,0.531418,0.563148,0.571433,0.556632,0.527052,0.513409,0.536851,0.561381,0.556078,0.566086,0.632264,0.701932,0.719087,0.707372,0.701481,0.700928,0.698403,0.694472,0.691221,0.688617,0.686179,0.683967,0.682139,0.680685,0.679561,0.67879
baseline,RUS,GtCO2/yr,1.87824,2.00097,2.09344,2.13041,2.12347,2.09408,2.06438,2.05318,2.07329,2.1214,2.13393,2.0624,1.97629,1.94767,1.94373,1.91897,1.88131,1.84785,1.8191,1.79238,1.7681,1.7471,1.7294,1.71484,1.70331,1.69483,1.68989
baseline,ME,GtCO2/yr,2.00628,2.12581,2.2504,2.43313,2.63068,2.79422,2.95042,3.13007,3.30843,3.45496,3.572,3.67445,3.79243,3.94695,4.10886,4.24751,4.37591,4.51078,4.64042,4.75072,4.84402,4.925,4.99343,5.04834,5.09065,5.12083,5.13606
baseline,INDIA,GtCO2/yr,2.7772,3.47624,4.11794,4.66496,5.25646,6.02207,6.88679,7.75008,8.6095,9.46046,10.1941,10.7213,11.1288,11.5095,11.8129,11.9864,12.1078,12.2587,12.4162,12.5446,12.649,12.7406,12.8186,12.8805,12.9274,12.9601,12.9746
baseline,KOR,GtCO2/yr,0.784588,0.837386,0.867468,0.864619,0.843356,0.819905,0.795401,0.767742,0.736895,0.702883,0.663949,0.619376,0.574537,0.535596,0.505697,0.485603,0.469453,0.451531,0.433424,0.417848,0.404605,0.392963,0.382999,0.374916,0.368615,0.364022,0.361472
baseline,CHN,GtCO2/yr,11.3913,12.6081,13.3289,13.5593,13.4901,13.2747,12.9099,12.3738,11.6979,10.9157,10.0415,9.10847,8.23411,7.53222,7.0207,6.67445,6.39116,6.07909,5.76559,5.49585,5.26635,5.06479,4.89243,4.75267,4.64377,4.56448,4.52069
baseline,SEAS,GtCO2/yr,1.51418,1.83523,2.11376,2.27604,2.33698,2.34375,2.38574,2.52829,2.69946,2.82444,2.95286,3.1294,3.25614,3.25089,3.23442,3.33252,3.4915,3.6318,3.74895,3.85476,3.94931,4.03005,4.09718,4.15157,4.19393,4.22425,4.23984
baseline,INDO,GtCO2/yr,1.63518,1.74209,1.82337,1.91121,1.96095,1.93388,1.90026,1.9328,2.0094,2.08726,2.13367,2.13187,2.11809,2.12943,2.1555,2.17893,2.20069,2.22453,2.24765,2.26694,2.28303,2.29698,2.30874,2.31808,2.3252,2.33017,2.33239
baseline,JAP,GtCO2/yr,1.06463,1.01097,0.970361,0.949271,0.945271,0.953532,0.969627,0.987885,0.996838,0.986562,0.959058,0.921168,0.886961,0.867873,0.857667,0.847617,0.836719,0.825828,0.815549,0.806342,0.798229,0.791127,0.785075,0.780119,0.776215,0.773347,0.771699
baseline,OCE,GtCO2/yr,0.388444,0.37104,0.368767,0.421515,0.491471,0.530084,0.524068,0.481018,0.45631,0.492091,0.530092,0.511892,0.478864,0.480973,0.503086,0.520333,0.533754,0.549008,0.564472,0.577505,0.588401,0.597938,0.606061,0.612586,0.617622,0.621242,0.623127
baseline,RSAS,GtCO2/yr,0.417109,0.549491,0.688778,0.827677,0.981662,1.17031,1.4075,1.69739,2.01068,2.32004,2.63917,2.98668,3.35951,3.75178,4.16637,4.60514,5.05907,5.51314,5.93609,6.30164,6.61537,6.88693,7.11587,7.30041,7.44331,7.54575,7.59881
baseline,RSAF,GtCO2/yr,0.787606,0.730875,0.809087,1.17487,1.49061,1.42059,1.15899,0.984752,0.958069,1.07354,1.28772,1.54822,1.80572,2.02774,2.24356,2.48582,2.74281,2.99442,3.22495,3.42374,3.59445,3.742,3.86619,3.96619,4.04352,4.09868,4.12661
relative_abatement,CAN,fraction_of_baseline_emissions,0.000577297,0.000577283,0.000577284,0.000577285,0.000577285,0.000577287,0.000577288,0.000577288,0.000577288,0.000577288,0.000577288,0.000577288,0.000577289,0.000577289,0.00057729,0.00057729,0.00057729,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289,0.000577289
relative_abatement,USA,fraction_of_baseline_emissions,0.000577297,0.000577176,0.000577197,0.000577208,0.000577214,0.000577219,0.000577223,0.000577227,0.000577231,0.000577235,0.000577238,0.000577242,0.000577244,0.000577245,0.000577247,0.000577248,0.000577249,0.00057725,0.000577251,0.000577252,0.000577253,0.000577253,0.000577254,0.000577255,0.000577255,0.000577255,0.000577256
relative_abatement,MEX,fraction_of_baseline_emissions,0.000577297,0.000577281,0.000577283,0.000577283,0.000577283,0.000577283,0.000577284,0.000577284,0.000577284,0.000577284,0.000577284,0.000577284,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577284,0.000577284,0.000577285,0.000577285,0.000577285
relative_abatement,RCAM,fraction_of_baseline_emissions,0.000577297,0.000577288,0.000577289,0.000577289,0.000577289,0.000577289,0.000577288,0.000577287,0.000577287,0.000577286,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577284,0.000577284,0.000577284,0.000577284,0.000577284,0.000577284,0.000577284,0.000577284,0.000577284,0.000577284
relative_abatement,BRA,fraction_of_baseline_emissions,0.000577297,0.000577255,0.000577259,0.000577259,0.000577258,0.000577259,0.000577262,0.000577267,0.000577272,0.000577276,0.000577277,0.000577276,0.000577276,0.000577277,0.00057728,0.000577281,0.000577281,0.000577281,0.000577281,0.000577282,0.000577282,0.000577282,0.000577283,0.000577283,0.000577283,0.000577283,0.000577283
relative_abatement,RSAM,fraction_of_baseline_emissions,0.000577297,0.000577257,0.00057726,0.000577263,0.000577265,0.000577263,0.000577262,0.000577265,0.000577268,0.00057727,0.00057727,0.00057727,0.00057727,0.000577271,0.000577272,0.000577273,0.000577273,0.000577274,0.000577274,0.000577274,0.000577275,0.000577275,0.000577275,0.000577275,0.000577276,0.000577276,0.000577276
relative_abatement,NAF,fraction_of_baseline_emissions,0.000577297,0.000577279,0.00057728,0.000577281,0.000577281,0.000577282,0.000577282,0.000577282,0.000577281,0.000577281,0.00057728,0.00057728,0.00057728,0.00057728,0.00057728,0.00057728,0.000577279,0.000577279,0.000577279,0.000577278,0.000577278,0.000577278,0.000577278,0.000577278,0.000577278,0.000577278,0.000577278
relative_abatement,WAF,fraction_of_baseline_emissions,0.000577297,0.000577228,0.000577227,0.000577238,0.00057725,0.000577252,0.000577254,0.000577262,0.000577268,0.000577266,0.00057726,0.000577254,0.000577248,0.000577244,0.00057724,0.000577237,0.000577235,0.000577233,0.000577232,0.000577231,0.000577231,0.000577231,0.000577231,0.000577232,0.000577232,0.000577233,0.000577234
relative_abatement,EAF,fraction_of_baseline_emissions,0.000577297,0.000577285,0.000577283,0.000577284,0.000577285,0.000577286,0.000577287,0.000577287,0.000577286,0.000577285,0.000577283,0.00057728,0.000577277,0.000577273,0.00057727,0.000577268,0.000577266,0.000577265,0.000577263,0.000577262,0.000577262,0.000577261,0.000577261,0.000577261,0.00057726,0.00057726,0.000577261
relative_abatement,SAF,fraction_of_baseline_emissions,0.000577297,0.000577282,0.000577284,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577285,0.000577286,0.000577286,0.000577287,0.000577287,0.000577287,0.000577288,0.000577288,0.000577288,0.000577288,0.000577288,0.000577288,0.000577288,0.000577288,0.000577289,0.000577289,0.000577289,0.000577289
