Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
regional_emissions,EAF,GtCO2/yr,0.283526,0.465676,0.597764,0.61708,0.579827,0.555604,0.554512,0.57464,0.624376,0.714242,0.856522,1.05835,1.30996,1.58922,1.8416,2.02657,2.17054,2.30139,2.40147,2.45284,2.46327,2.44287,2.39468,2.32115,2.22699,2.11622,1.98968
regional_emissions,SAF,GtCO2/yr,0.507151,0.553956,0.575726,0.579279,0.589974,0.627266,0.673188,0.705715,0.720746,0.719706,0.708483,0.693223,0.677238,0.662425,0.648341,0.634101,0.619231,0.60335,0.586153,0.567589,0.547936,0.527464,0.506338,0.48472,0.462796,0.440728,0.418609
regional_emissions,WEU,GtCO2/yr,3.13174,2.97216,2.85046,2.79012,2.82954,2.99133,3.22296,3.45611,3.63283,3.7219,3.78777,3.88709,3.95167,3.92148,3.8878,3.94302,4.04234,4.12315,4.18224,4.22905,4.26407,4.2859,4.29522,4.29321,4.28093,4.25887,4.22563
regional_emissions,CEU,GtCO2/yr,0.784933,0.759383,0.740799,0.75647,0.786809,0.807614,0.823062,0.840331,0.851543,0.848026,0.832606,0.809228,0.774267,0.726957,0.685046,0.663678,0.651715,0.635777,0.617502,0.601023,0.586117,0.571783,0.558145,0.545504,0.533813,0.522996,0.513195
regional_emissions,TUR,GtCO2/yr,0.435783,0.493271,0.530688,0.541519,0.543007,0.554081,0.578333,0.613362,0.648022,0.672102,0.687304,0.69822,0.70919,0.721858,0.727802,0.719947,0.705771,0.693876,0.683853,0.673768,0.663893,0.654818,0.646522,0.638876,0.631871,0.625532,0.619925
regional_emissions,UKR,GtCO2/yr,0.403864,0.403416,0.417982,0.462529,0.504805,0.514407,0.514091,0.528711,0.541555,0.533353,0.514683,0.499978,0.489173,0.479667,0.473496,0.472598,0.474069,0.474638,0.474177,0.473261,0.471945,0.470154,0.467928,0.465333,0.462417,0.459196,0.455611
regional_emissions,STAN,GtCO2/yr,0.485141,0.529774,0.560025,0.566703,0.550361,0.519403,0.504164,0.52519,0.546978,0.539477,0.546649,0.607543,0.670957,0.683552,0.668492,0.658836,0.654029,0.64721,0.638961,0.631245,0.624046,0.616944,0.610014,0.603414,0.597149,0.591192,0.585579
regional_emissions,RUS,GtCO2/yr,1.8782,1.99489,2.08206,2.11311,2.09997,2.06418,2.02775,2.00916,2.02069,2.05867,2.06127,1.98234,1.88964,1.85198,1.83748,1.8029,1.75604,1.71303,1.67434,1.63752,1.60296,1.57147,1.54305,1.51755,1.49487,1.475,1.45837
regional_emissions,ME,GtCO2/yr,2.00627,2.11816,2.23562,2.4092,2.59558,2.7465,2.88841,3.05141,3.21113,3.33792,3.43437,3.51508,3.60892,3.73554,3.86687,3.97399,4.06932,4.16848,4.26066,4.33319,4.3886,4.43151,4.462,4.47955,4.48529,4.47995,4.46137
regional_emissions,INDIA,GtCO2/yr,2.77719,3.44615,4.04326,4.52873,5.03706,5.68625,6.39627,7.06832,7.69735,8.27514,8.70483,8.91666,8.993,9.01446,8.94365,8.74636,8.4869,8.22526,7.94609,7.62965,7.28448,6.92153,6.54434,6.1557,5.76032,5.36235,4.96395
regional_emissions,KOR,GtCO2/yr,0.784572,0.833452,0.85952,0.85225,0.826419,0.798181,0.768738,0.736185,0.700619,0.662153,0.619264,0.571499,0.524023,0.482497,0.449584,0.425672,0.405366,0.383696,0.362118,0.34293,0.325914,0.310433,0.296512,0.284263,0.273555,0.264275,0.256604
regional_emissions,CHN,GtCO2/yr,11.3913,12.5606,13.2373,13.4216,13.307,13.0479,12.6431,12.0732,11.3711,10.5704,9.68627,8.75177,7.88021,7.17958,6.66494,6.31034,6.01757,5.69993,5.38339,5.11004,4.87616,4.66996,4.49231,4.34599,4.22904,4.13997,4.0838
regional_emissions,SEAS,GtCO2/yr,1.51417,1.81903,2.07534,2.21042,2.24194,2.21798,2.22411,2.31894,2.43279,2.49748,2.55783,2.65119,2.69345,2.62119,2.53749,2.53886,2.57756,2.59231,2.58155,2.55522,2.51465,2.45962,2.39178,2.31323,2.22586,2.13109,2.02909
regional_emissions,INDO,GtCO2/yr,1.63506,1.72624,1.78927,1.85475,1.87958,1.82839,1.76983,1.77111,1.80934,1.84424,1.84709,1.80526,1.75155,1.71676,1.69115,1.66039,1.6253,1.58874,1.54886,1.50396,1.45506,1.40333,1.34922,1.29307,1.23547,1.1769,1.1175
regional_emissions,JAP,GtCO2/yr,1.06462,1.00732,0.963627,0.938856,0.930421,0.933329,0.943047,0.953951,0.954969,0.936817,0.901843,0.856948,0.815489,0.78783,0.767899,0.747657,0.726238,0.704463,0.682919,0.662054,0.641926,0.622502,0.603844,0.586014,0.568999,0.552799,0.537557
regional_emissions,OCE,GtCO2/yr,0.388396,0.369557,0.365881,0.416271,0.482701,0.517325,0.507761,0.462291,0.434632,0.464079,0.494456,0.471751,0.435543,0.431268,0.444205,0.451852,0.455255,0.45931,0.462606,0.463046,0.461031,0.457315,0.451988,0.445054,0.436741,0.427244,0.416493
regional_emissions,RSAS,GtCO2/yr,0.417044,0.545379,0.678287,0.807809,0.948575,1.11843,1.32892,1.58184,1.84776,2.10013,2.35043,2.61371,2.88533,3.15848,3.43366,3.71002,3.97808,4.22483,4.42678,4.56704,4.65351,4.69654,4.69917,4.66375,4.59561,4.49887,4.37179
regional_emissions,RSAF,GtCO2/yr,0.786528,0.725112,0.795741,1.14355,1.43348,1.34737,1.0822,0.903703,0.862642,0.946588,1.10959,1.30082,1.47604,1.60889,1.72362,1.84396,1.95865,2.05222,2.11472,2.14156,2.13813,2.11021,2.06044,1.99127,1.90638,1.80881,1.69921
baseline,CAN,GtCO2/yr,0.511613,0.518878,0.542804,0.574411,0.585164,0.556811,0.529536,0.542852,0.578328,0.60717,0.615305,0.59724,0.565722,0.536967,0.524122,0.534094,0.553787,0.569126,0.579652,0.587658,0.593204,0.595931,0.596016,0.593755,0.589394,0.583065,0.574556
baseline,USA,GtCO2/yr,5.39382,5.15638,4.95243,4.89619,4.9408,5.00928,5.06798,5.09695,5.08667,5.0349,4.95871,4.88404,4.85097,4.88422,4.93768,4.96373,4.97377,4.9867,4.99613,4.99284,4.97847,4.95629,4.9266,4.88927,4.84524,4.79528,4.73872
baseline,MEX,GtCO2/yr,0.572901,0.589651,0.62173,0.674358,0.722271,0.742598,0.751763,0.770693,0.800265,0.834759,0.862062,0.872607,0.871974,0.869517,0.87526,0.895328,0.921299,0.943549,0.960289,0.971836,0.978699,0.981281,0.979826,0.974597,0.966028,0.954402,0.93937
baseline,RCAM,GtCO2/yr,0.302834,0.320521,0.341008,0.359141,0.384592,0.427928,0.490098,0.56744,0.647422,0.717742,0.775098,0.819638,0.855947,0.888309,0.915893,0.937636,0.95638,0.974567,0.989558,0.9987,1.00286,1.00327,1.00009,0.993387,0.983572,0.97096,0.955195
baseline,BRA,GtCO2/yr,1.57745,1.61376,1.70183,1.90672,2.12126,2.21709,2.14904,1.92044,1.64171,1.43713,1.38814,1.50872,1.59647,1.48264,1.31807,1.26962,1.28168,1.27023,1.24186,1.21857,1.19891,1.17743,1.15475,1.13243,1.11049,1.08862,1.06693
baseline,RSAM,GtCO2/yr,1.3835,1.54916,1.64224,1.64401,1.7097,1.95023,2.13817,2.06457,1.90848,1.87955,1.94677,2.02796,2.06706,2.03593,1.98595,1.96888,1.96884,1.9607,1.94475,1.92631,1.90569,1.88208,1.85587,1.82766,1.79778,1.76639,1.73336
baseline,NAF,GtCO2/yr,0.583344,0.661353,0.7235,0.763636,0.783129,0.789621,0.810899,0.868592,0.945197,1.01681,1.06902,1.09587,1.11151,1.12994,1.15015,1.16825,1.18264,1.19171,1.1916,1.17973,1.15768,1.12743,1.08986,1.04579,0.996491,0.94305,0.885787
baseline,WAF,GtCO2/yr,1.81775,2.77694,3.27014,2.97011,2.52675,2.54483,2.56858,2.14659,1.77981,1.98284,2.54334,3.15117,3.73307,4.27782,4.7884,5.26609,5.70077,6.07621,6.35226,6.50191,6.54364,6.49934,6.37787,6.18719,5.94008,5.6472,5.31086
baseline,EAF,GtCO2/yr,0.284265,0.466142,0.598362,0.617698,0.580407,0.55616,0.555067,0.575215,0.625001,0.714957,0.857379,1.05941,1.31127,1.59082,1.84344,2.0286,2.17271,2.30369,2.40388,2.45529,2.46573,2.44531,2.39708,2.32347,2.22922,2.11834,1.99167
baseline,SAF,GtCO2/yr,0.507529,0.55451,0.576302,0.579859,0.590564,0.627894,0.673862,0.706422,0.721467,0.720426,0.709192,0.693917,0.677915,0.663088,0.64899,0.634736,0.619851,0.603954,0.58674,0.568157,0.548485,0.527992,0.506845,0.485205,0.46326,0.441169,0.419028
baseline,WEU,GtCO2/yr,3.13174,2.97513,2.85332,2.79291,2.83238,2.99432,3.22619,3.45957,3.63647,3.72562,3.79156,3.89098,3.95562,3.9254,3.89169,3.94697,4.04639,4.12728,4.18643,4.23328,4.26834,4.29019,4.29952,4.29751,4.28521,4.26314,4.22986
baseline,CEU,GtCO2/yr,0.784955,0.760144,0.741541,0.757227,0.787597,0.808422,0.823886,0.841172,0.852395,0.848874,0.833439,0.810038,0.775042,0.727685,0.685732,0.664342,0.652368,0.636414,0.61812,0.601625,0.586704,0.572355,0.558703,0.54605,0.534347,0.523519,0.513708
baseline,TUR,GtCO2/yr,0.435879,0.493765,0.53122,0.542061,0.543551,0.554635,0.578912,0.613976,0.648671,0.672775,0.687992,0.698919,0.7099,0.72258,0.72853,0.720668,0.706478,0.694571,0.684538,0.674442,0.664558,0.655473,0.647169,0.639515,0.632504,0.626158,0.620545
baseline,UKR,GtCO2/yr,0.40447,0.403819,0.4184,0.462992,0.50531,0.514921,0.514606,0.52924,0.542097,0.533887,0.515199,0.500478,0.489662,0.480147,0.47397,0.473071,0.474543,0.475113,0.474652,0.473734,0.472417,0.470625,0.468397,0.465799,0.462879,0.459656,0.456067
baseline,STAN,GtCO2/yr,0.487108,0.530304,0.560586,0.56727,0.550912,0.519923,0.504668,0.525716,0.547525,0.540017,0.547196,0.608151,0.671628,0.684237,0.669161,0.659495,0.654684,0.647858,0.6396,0.631877,0.624671,0.617562,0.610625,0.604018,0.597746,0.591784,0.586164
baseline,RUS,GtCO2/yr,1.87824,1.99688,2.08414,2.11522,2.10207,2.06625,2.02978,2.01117,2.02271,2.06073,2.06333,1.98433,1.89153,1.85384,1.83931,1.80471,1.7578,1.71474,1.67601,1.63916,1.60457,1.57304,1.5446,1.51907,1.49637,1.47648,1.45983
baseline,ME,GtCO2/yr,2.00628,2.12028,2.23785,2.41161,2.59817,2.74925,2.8913,3.05446,3.21434,3.34126,3.43781,3.5186,3.61253,3.73928,3.87074,3.97797,4.07339,4.17265,4.26493,4.33752,4.393,4.43595,4.46647,4.48403,4.48978,4.48443,4.46584
baseline,INDIA,GtCO2/yr,2.7772,3.4496,4.0473,4.53327,5.0421,5.69194,6.40267,7.0754,7.70506,8.28342,8.71354,8.92559,9.002,9.02349,8.9526,8.75511,8.49539,8.2335,7.95405,7.63729,7.29177,6.92846,6.55089,6.16186,5.76608,5.36771,4.96892
baseline,KOR,GtCO2/yr,0.784588,0.834286,0.86038,0.853103,0.827246,0.79898,0.769508,0.736922,0.701321,0.662816,0.619884,0.572071,0.524548,0.48298,0.450034,0.426098,0.405772,0.38408,0.36248,0.343273,0.326241,0.310744,0.296809,0.284548,0.273829,0.264539,0.25686
baseline,CHN,GtCO2/yr,11.3913,12.5731,13.2506,13.435,13.3203,13.061,12.6557,12.0853,11.3825,10.581,9.69597,8.76053,7.8881,7.18677,6.67161,6.31666,6.02359,5.70564,5.38877,5.11515,4.88104,4.67464,4.49681,4.35034,4.23327,4.14412,4.08789
baseline,SEAS,GtCO2/yr,1.51418,1.82085,2.07742,2.21264,2.24419,2.2202,2.22633,2.32126,2.43522,2.49998,2.56039,2.65385,2.69614,2.62381,2.54003,2.5414,2.58014,2.59491,2.58413,2.55777,2.51717,2.46208,2.39418,2.31555,2.22809,2.13322,2.03112
baseline,INDO,GtCO2/yr,1.63518,1.72797,1.79106,1.8566,1.88146,1.83022,1.77161,1.77289,1.81115,1.84608,1.84894,1.80707,1.75331,1.71847,1.69285,1.66205,1.62693,1.59033,1.55041,1.50547,1.45652,1.40474,1.35057,1.29437,1.23671,1.17807,1.11862
baseline,JAP,GtCO2/yr,1.06463,1.00833,0.964591,0.939796,0.931352,0.934263,0.943991,0.954906,0.955925,0.937755,0.902745,0.857806,0.816305,0.788619,0.768667,0.748405,0.726965,0.705168,0.683603,0.662717,0.642568,0.623125,0.604448,0.5866,0.569568,0.553352,0.538094
baseline,OCE,GtCO2/yr,0.388444,0.369926,0.366247,0.416687,0.483184,0.517843,0.508269,0.462754,0.435067,0.464544,0.49495,0.472223,0.435979,0.4317,0.444649,0.452304,0.455711,0.459769,0.463069,0.46351,0.461492,0.457773,0.45244,0.4455,0.437178,0.427672,0.416909
baseline,RSAS,GtCO2/yr,0.417109,0.545925,0.678966,0.808618,0.949525,1.11955,1.33025,1.58342,1.84961,2.10224,2.35278,2.61632,2.88822,3.16164,3.43709,3.71373,3.98206,4.22906,4.43121,4.57162,4.65817,4.70124,4.70387,4.66842,4.60021,4.50337,4.37616
baseline,RSAF,GtCO2/yr,0.787606,0.725838,0.796538,1.14469,1.43492,1.34872,1.08328,0.904608,0.863505,0.947536,1.1107,1.30212,1.47752,1.6105,1.72534,1.84581,1.96061,2.05428,2.11684,2.1437,2.14027,2.11232,2.0625,1.99327,1.90829,1.81062,1.70091
relative_abatement,CAN,fraction_of_baseline_emissions,0.000577298,0.000999973,0.000999973,0.000999974,0.000999973,0.000999969,0.000999965,0.000999964,0.000999964,0.000999963,0.000999961,0.000999956,0.000999949,0.00099994,0.000999933,0.000999927,0.000999922,0.000999915,0.000999906,0.000999894,0.000999878,0.000999856,0.000999824,0.000999775,0.000999693,0.000999525,0.000999017
relative_abatement,USA,fraction_of_baseline_emissions,0.000577298,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.00100001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000999999,0.000999998,0.000999996,0.000999994,0.000999991,0.000999987,0.000999981,0.000999971,0.000999951,0.000999889
relative_abatement,MEX,fraction_of_baseline_emissions,0.000577298,0.000999977,0.000999978,0.000999979,0.00099998,0.000999979,0.000999978,0.000999977,0.000999977,0.000999976,0.000999975,0.000999973,0.00099997,0.000999967,0.000999964,0.000999961,0.000999957,0.000999953,0.000999947,0.00099994,0.00099993,0.000999916,0.000999897,0.000999867,0.000999816,0.000999714,0.000999402
relative_abatement,RCAM,fraction_of_baseline_emissions,0.000577298,0.000999949,0.000999951,0.000999952,0.000999953,0.000999957,0.000999961,0.000999966,0.000999969,0.000999971,0.000999971,0.000999971,0.000999969,0.000999968,0.000999966,0.000999963,0.000999959,0.000999955,0.000999949,0.000999942,0.000999932,0.000999918,0.000999899,0.00099987,0.00099982,0.000999719,0.000999412
relative_abatement,BRA,fraction_of_baseline_emissions,0.000577298,0.000999998,0.000999998,0.000999999,0.001,0.001,0.000999999,0.000999997,0.000999994,0.00099999,0.000999988,0.000999989,0.000999988,0.000999985,0.000999979,0.000999975,0.000999972,0.000999968,0.000999962,0.000999954,0.000999945,0.000999932,0.000999914,0.000999887,0.000999841,0.00099975,0.000999475
relative_abatement,RSAM,fraction_of_baseline_emissions,0.000577298,0.000999997,0.000999998,0.000999997,0.000999997,0.000999998,0.000999999,0.000999998,0.000999996,0.000999995,0.000999995,0.000999994,0.000999993,0.000999992,0.00099999,0.000999987,0.000999985,0.000999983,0.000999979,0.000999975,0.000999969,0.000999961,0.00099995,0.000999934,0.000999906,0.00099985,0.000999681
relative_abatement,NAF,fraction_of_baseline_emissions,0.000577298,0.000999981,0.000999982,0.000999983,0.000999982,0.000999981,0.00099998,0.000999981,0.000999982,0.000999982,0.000999982,0.000999981,0.000999979,0.000999977,0.000999975,0.000999972,0.000999969,0.000999965,0.000999959,0.000999952,0.000999942,0.000999929,0.000999908,0.000999877,0.000999822,0.00099971,0.000999366
relative_abatement,WAF,fraction_of_baseline_emissions,0.000577298,0.001,0.001,0.001,0.001,0.001,0.001,0.000999998,0.000999995,0.000999996,0.000999998,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000999998,0.000999996,0.000999993,0.000999987,0.000999978,0.00099996,0.000999902
relative_abatement,EAF,fraction_of_baseline_emissions,0.000577298,0.000999968,0.000999976,0.000999976,0.000999972,0.000999969,0.000999967,0.000999966,0.000999967,0.00099997,0.000999975,0.00099998,0.000999984,0.000999986,0.000999988,0.000999988,0.000999988,0.000999987,0.000999985,0.000999982,0.000999978,0.000999972,0.000999964,0.00099995,0.000999926,0.000999876,0.000999723
relative_abatement,SAF,fraction_of_baseline_emissions,0.000577298,0.000999975,0.000999975,0.000999974,0.000999973,0.000999974,0.000999974,0.000999974,0.000999973,0.000999971,0.000999967,0.000999963,0.000999959,0.000999954,0.000999947,0.00099994,0.000999932,0.000999921,0.000999907,0.00099989,0.000999867,0.000999836,0.000999791,0.000999723,0.000999606,0.000999369,0.000998649
